customer_profile_key,age,age_bracket,job,marital_status,education,has_credit_default,has_housing_loan,has_personal_loan
520,40,36-45,technician,married,basic.4y,no,no,no
521,38,36-45,blue-collar,single,basic.4y,unknown,no,no
522,39,36-45,blue-collar,married,basic.6y,unknown,yes,yes
523,41,36-45,blue-collar,married,basic.4y,no,no,no
524,39,36-45,blue-collar,married,basic.6y,unknown,yes,no
525,41,36-45,blue-collar,married,basic.4y,no,yes,yes
526,45,36-45,admin.,married,university.degree,unknown,no,no
527,35,26-35,admin.,divorced,university.degree,no,unknown,unknown
528,35,26-35,admin.,married,basic.6y,no,yes,no
529,49,46-55,blue-collar,married,high.school,unknown,no,no
530,36,36-45,technician,married,unknown,no,no,no
531,23,18-25,admin.,single,university.degree,no,no,no
532,43,36-45,unemployed,married,university.degree,unknown,unknown,unknown
533,49,46-55,entrepreneur,married,professional.course,no,unknown,unknown
534,36,36-45,technician,married,professional.course,no,unknown,unknown
535,51,46-55,blue-collar,married,basic.9y,unknown,yes,no
536,56,56-65,retired,married,basic.4y,unknown,yes,yes
537,45,36-45,housemaid,married,high.school,no,no,no
538,41,36-45,admin.,divorced,high.school,no,no,no
539,32,26-35,services,married,high.school,unknown,no,yes
540,46,46-55,management,married,university.degree,no,no,no
541,37,36-45,blue-collar,married,unknown,no,no,no
542,53,46-55,management,married,university.degree,unknown,no,no
543,30,26-35,blue-collar,married,basic.4y,no,no,no
544,45,36-45,unknown,married,unknown,unknown,no,no
545,24,18-25,technician,single,professional.course,no,no,yes
546,34,26-35,admin.,single,university.degree,no,no,yes
547,59,56-65,blue-collar,married,basic.4y,no,yes,no
548,54,46-55,blue-collar,married,basic.6y,unknown,no,no
549,32,26-35,technician,married,professional.course,no,no,no
550,33,26-35,technician,married,professional.course,no,yes,no
551,32,26-35,admin.,married,university.degree,no,no,no
552,34,26-35,services,single,high.school,no,unknown,unknown
553,57,56-65,technician,married,professional.course,no,yes,no
554,42,36-45,technician,married,basic.9y,no,no,no
555,48,46-55,admin.,married,professional.course,no,yes,no
556,58,56-65,admin.,divorced,university.degree,unknown,yes,no
557,32,26-35,admin.,single,university.degree,no,yes,yes
558,48,46-55,blue-collar,married,basic.9y,no,no,no
559,47,46-55,blue-collar,married,basic.9y,no,no,no
560,32,26-35,admin.,single,university.degree,no,yes,no
561,32,26-35,admin.,single,university.degree,no,no,no
562,53,46-55,blue-collar,married,basic.4y,unknown,no,yes
563,37,36-45,blue-collar,married,basic.9y,unknown,no,no
564,50,46-55,services,married,high.school,no,no,no
565,46,46-55,blue-collar,married,basic.6y,no,yes,no
566,43,36-45,blue-collar,single,basic.4y,no,no,no
567,51,46-55,management,married,university.degree,no,yes,no
568,38,36-45,admin.,married,university.degree,no,yes,no
569,39,36-45,services,married,high.school,unknown,no,no
570,41,36-45,admin.,married,basic.9y,no,yes,no
571,46,46-55,admin.,divorced,university.degree,no,yes,yes
572,47,46-55,technician,married,professional.course,no,no,no
573,35,26-35,technician,married,professional.course,no,no,no
574,38,36-45,services,married,high.school,unknown,no,no
575,46,46-55,blue-collar,married,basic.9y,no,yes,no
576,30,26-35,technician,married,professional.course,no,no,no
577,35,26-35,services,single,basic.4y,no,no,no
578,58,56-65,admin.,married,unknown,unknown,yes,no
579,40,36-45,technician,married,professional.course,no,no,no
580,34,26-35,technician,married,university.degree,no,no,no
581,30,26-35,admin.,single,university.degree,no,no,no
582,38,36-45,services,married,basic.6y,no,no,no
583,55,46-55,management,single,basic.4y,no,no,no
584,55,46-55,management,married,university.degree,unknown,yes,no
585,45,36-45,technician,single,professional.course,no,yes,no
586,36,36-45,admin.,married,university.degree,no,yes,yes
587,35,26-35,technician,married,unknown,unknown,yes,no
588,55,46-55,management,divorced,university.degree,no,yes,no
589,49,46-55,housemaid,married,basic.4y,unknown,unknown,unknown
590,29,26-35,admin.,married,high.school,no,yes,no
591,34,26-35,blue-collar,married,basic.4y,no,yes,no
592,54,46-55,retired,married,high.school,unknown,yes,no
593,30,26-35,management,single,university.degree,no,yes,no
594,33,26-35,housemaid,divorced,university.degree,no,no,no
595,37,36-45,blue-collar,married,high.school,no,no,no
596,36,36-45,technician,married,basic.9y,unknown,yes,no
597,33,26-35,blue-collar,married,high.school,no,no,no
598,32,26-35,housemaid,married,high.school,no,yes,no
599,32,26-35,housemaid,married,high.school,no,no,no
600,39,36-45,blue-collar,married,basic.9y,no,no,yes
601,51,46-55,blue-collar,divorced,unknown,unknown,yes,yes
602,56,56-65,management,married,university.degree,unknown,no,yes
603,39,36-45,management,divorced,university.degree,unknown,yes,no
604,33,26-35,self-employed,single,university.degree,no,no,no
605,59,56-65,retired,divorced,basic.4y,unknown,no,no
606,42,36-45,admin.,single,unknown,no,yes,no
607,43,36-45,services,married,high.school,no,no,yes
608,35,26-35,admin.,married,university.degree,no,unknown,unknown
609,27,26-35,technician,married,basic.9y,no,no,yes
610,47,46-55,admin.,divorced,university.degree,no,yes,no
611,31,26-35,admin.,single,university.degree,no,no,no
612,32,26-35,blue-collar,married,basic.9y,no,yes,no
613,56,56-65,management,married,university.degree,unknown,no,no
614,48,46-55,services,single,high.school,unknown,yes,no
615,44,36-45,admin.,married,high.school,no,yes,no
616,46,46-55,admin.,married,high.school,no,no,yes
617,45,36-45,services,married,high.school,no,yes,no
618,43,36-45,admin.,married,professional.course,no,no,yes
619,40,36-45,admin.,single,high.school,unknown,no,no
620,56,56-65,management,married,university.degree,no,yes,no
621,47,46-55,entrepreneur,married,professional.course,no,no,no
622,48,46-55,technician,married,basic.4y,unknown,no,no
623,45,36-45,housemaid,married,professional.course,unknown,yes,no
624,36,36-45,self-employed,married,university.degree,no,no,no
625,49,46-55,management,married,professional.course,unknown,yes,no
626,46,46-55,services,married,high.school,no,no,no
627,38,36-45,blue-collar,married,basic.9y,no,yes,no
628,50,46-55,housemaid,married,basic.4y,unknown,yes,no
629,27,26-35,admin.,single,high.school,no,yes,no
630,40,36-45,technician,married,professional.course,unknown,yes,no
631,46,46-55,management,married,university.degree,no,yes,no
632,40,36-45,admin.,divorced,university.degree,no,yes,no
633,33,26-35,management,single,university.degree,no,no,no
634,54,46-55,retired,married,high.school,no,yes,no
635,52,46-55,blue-collar,married,basic.4y,unknown,yes,no
636,53,46-55,admin.,married,university.degree,unknown,yes,no
637,49,46-55,services,married,high.school,unknown,no,no
638,49,46-55,housemaid,married,basic.4y,no,no,no
639,40,36-45,entrepreneur,married,basic.9y,no,no,no
640,59,56-65,admin.,married,university.degree,unknown,no,no
641,51,46-55,self-employed,married,basic.9y,no,yes,no
642,57,56-65,housemaid,married,basic.6y,unknown,yes,no
643,38,36-45,self-employed,divorced,basic.9y,no,yes,no
644,52,46-55,self-employed,married,university.degree,no,no,no
645,26,26-35,unemployed,single,basic.9y,no,yes,no
646,35,26-35,admin.,married,university.degree,no,yes,yes
647,51,46-55,admin.,married,university.degree,no,no,no
648,43,36-45,blue-collar,married,basic.4y,unknown,yes,yes
649,42,36-45,admin.,married,high.school,unknown,yes,no
650,60,56-65,retired,divorced,university.degree,unknown,yes,no
651,57,56-65,management,married,university.degree,unknown,no,no
652,30,26-35,admin.,married,university.degree,no,no,no
653,45,36-45,technician,married,university.degree,no,no,no
654,56,56-65,retired,married,high.school,no,no,no
655,46,46-55,services,married,basic.6y,no,no,no
656,43,36-45,entrepreneur,married,basic.4y,no,yes,no
657,34,26-35,blue-collar,married,basic.4y,no,no,no
658,48,46-55,entrepreneur,married,university.degree,no,yes,no
659,27,26-35,blue-collar,married,basic.9y,unknown,yes,no
660,24,18-25,technician,single,professional.course,no,no,no
661,47,46-55,admin.,single,unknown,unknown,yes,yes
662,48,46-55,blue-collar,married,professional.course,unknown,no,no
663,31,26-35,admin.,single,high.school,no,yes,yes
664,39,36-45,self-employed,single,basic.4y,unknown,yes,no
665,41,36-45,technician,single,university.degree,unknown,no,no
666,49,46-55,blue-collar,married,basic.4y,unknown,yes,no
667,56,56-65,retired,married,basic.4y,no,no,no
668,49,46-55,admin.,married,high.school,no,no,no
669,47,46-55,unemployed,divorced,university.degree,no,no,no
670,44,36-45,blue-collar,married,unknown,unknown,yes,no
671,48,46-55,admin.,divorced,high.school,no,no,no
672,55,46-55,housemaid,married,basic.4y,no,yes,yes
673,59,56-65,management,married,basic.4y,unknown,yes,no
674,44,36-45,technician,single,professional.course,no,yes,yes
675,46,46-55,blue-collar,married,basic.9y,no,no,yes
676,39,36-45,blue-collar,divorced,basic.6y,unknown,yes,no
677,38,36-45,unemployed,married,basic.4y,unknown,yes,yes
678,36,36-45,services,married,high.school,no,yes,no
679,29,26-35,admin.,single,university.degree,no,no,no
680,31,26-35,technician,single,professional.course,no,yes,no
681,30,26-35,services,divorced,basic.9y,no,no,yes
682,36,36-45,blue-collar,married,basic.4y,no,yes,no
683,60,56-65,blue-collar,married,professional.course,no,no,no
684,39,36-45,blue-collar,married,basic.9y,unknown,yes,no
685,30,26-35,services,married,university.degree,no,yes,no
686,37,36-45,blue-collar,married,basic.9y,unknown,yes,no
687,46,46-55,blue-collar,married,basic.4y,no,no,no
688,43,36-45,unemployed,married,basic.4y,no,no,no
689,38,36-45,technician,married,professional.course,no,no,no
690,31,26-35,technician,married,university.degree,no,yes,no
691,44,36-45,admin.,married,university.degree,no,no,no
692,44,36-45,self-employed,married,university.degree,unknown,no,no
693,38,36-45,technician,married,unknown,unknown,unknown,unknown
694,30,26-35,student,single,high.school,unknown,no,no
695,37,36-45,blue-collar,married,basic.4y,unknown,unknown,unknown
696,54,46-55,housemaid,divorced,unknown,no,yes,no
697,41,36-45,management,married,unknown,unknown,yes,no
698,43,36-45,technician,married,professional.course,no,no,no
699,38,36-45,housemaid,married,basic.9y,no,no,no
700,38,36-45,blue-collar,single,unknown,unknown,no,yes
701,33,26-35,blue-collar,married,basic.9y,no,unknown,unknown
702,32,26-35,admin.,married,high.school,no,yes,no
703,30,26-35,services,married,high.school,unknown,no,no
704,43,36-45,technician,married,basic.6y,no,yes,no
705,30,26-35,services,married,high.school,unknown,yes,no
706,36,36-45,technician,divorced,professional.course,no,no,no
707,38,36-45,blue-collar,married,basic.6y,no,unknown,unknown
708,35,26-35,blue-collar,single,basic.6y,no,yes,no
709,50,46-55,self-employed,married,university.degree,no,no,no
710,58,56-65,admin.,married,basic.4y,unknown,no,yes
711,50,46-55,technician,married,professional.course,no,yes,no
712,33,26-35,blue-collar,single,basic.9y,unknown,no,no
713,33,26-35,blue-collar,single,basic.9y,unknown,unknown,unknown
714,44,36-45,management,single,university.degree,unknown,yes,yes
715,31,26-35,management,married,high.school,no,no,no
716,28,26-35,unknown,single,basic.9y,unknown,no,no
717,36,36-45,services,single,unknown,no,yes,no
718,44,36-45,blue-collar,single,high.school,no,no,no
719,38,36-45,blue-collar,divorced,unknown,no,yes,no
720,39,36-45,blue-collar,divorced,basic.6y,unknown,yes,yes
721,47,46-55,blue-collar,single,basic.4y,unknown,yes,no
722,47,46-55,services,divorced,high.school,no,no,no
723,35,26-35,entrepreneur,single,professional.course,no,no,no
724,42,36-45,admin.,divorced,university.degree,no,no,no
725,35,26-35,technician,married,basic.6y,no,no,no
726,56,56-65,entrepreneur,married,university.degree,unknown,yes,no
727,26,26-35,admin.,single,high.school,no,no,no
728,31,26-35,admin.,single,university.degree,no,yes,yes
729,57,56-65,self-employed,single,high.school,unknown,no,no
730,39,36-45,services,married,high.school,no,no,no
731,43,36-45,blue-collar,married,high.school,no,yes,no
732,50,46-55,admin.,married,university.degree,no,no,no
733,52,46-55,blue-collar,single,high.school,unknown,unknown,unknown
734,39,36-45,blue-collar,divorced,basic.9y,no,no,no
735,44,36-45,technician,single,unknown,unknown,yes,no
736,36,36-45,housemaid,married,basic.4y,no,yes,no
737,54,46-55,management,married,high.school,unknown,yes,no
738,27,26-35,admin.,single,basic.9y,no,yes,no
739,31,26-35,admin.,married,university.degree,unknown,no,no
740,28,26-35,blue-collar,married,basic.6y,no,no,no
741,31,26-35,management,single,university.degree,no,yes,no
742,30,26-35,management,divorced,high.school,no,no,yes
743,52,46-55,technician,married,professional.course,no,yes,no
744,37,36-45,technician,divorced,professional.course,no,no,no
745,45,36-45,blue-collar,married,basic.9y,unknown,yes,yes
746,54,46-55,technician,married,university.degree,no,yes,no
747,49,46-55,entrepreneur,married,basic.9y,no,yes,no
748,28,26-35,student,single,basic.9y,unknown,yes,yes
749,53,46-55,technician,married,high.school,no,yes,no
750,45,36-45,blue-collar,married,basic.9y,unknown,no,no
751,51,46-55,admin.,married,high.school,unknown,yes,no
752,41,36-45,blue-collar,married,basic.9y,unknown,yes,no
753,31,26-35,admin.,single,university.degree,no,yes,no
754,39,36-45,admin.,single,unknown,no,yes,no
755,50,46-55,entrepreneur,married,basic.9y,no,yes,yes
756,53,46-55,admin.,single,university.degree,unknown,yes,no
757,44,36-45,admin.,divorced,high.school,unknown,yes,no
758,53,46-55,blue-collar,married,basic.9y,unknown,yes,yes
759,24,18-25,services,single,high.school,no,no,no
760,34,26-35,admin.,single,high.school,no,yes,no
761,40,36-45,technician,married,professional.course,no,yes,no
762,57,56-65,management,divorced,university.degree,no,yes,no
763,43,36-45,blue-collar,married,basic.4y,unknown,yes,no
764,31,26-35,blue-collar,married,basic.6y,unknown,no,no
765,31,26-35,services,married,basic.6y,no,yes,no
766,31,26-35,blue-collar,married,basic.6y,unknown,yes,no
767,45,36-45,housemaid,married,basic.4y,unknown,yes,no
768,38,36-45,admin.,married,university.degree,no,no,no
769,41,36-45,entrepreneur,married,university.degree,no,yes,no
770,47,46-55,blue-collar,married,professional.course,unknown,yes,no
771,42,36-45,blue-collar,married,basic.6y,no,no,no
772,35,26-35,blue-collar,single,unknown,no,yes,no
773,40,36-45,management,married,university.degree,no,yes,no
774,34,26-35,technician,married,professional.course,unknown,yes,no
775,48,46-55,admin.,single,university.degree,no,yes,no
776,35,26-35,blue-collar,married,unknown,no,yes,yes
777,33,26-35,blue-collar,married,high.school,no,yes,no
778,42,36-45,admin.,single,unknown,unknown,no,no
779,46,46-55,admin.,divorced,university.degree,no,yes,no
780,37,36-45,blue-collar,single,basic.9y,unknown,yes,no
781,40,36-45,blue-collar,married,high.school,no,yes,no
782,59,56-65,entrepreneur,divorced,high.school,unknown,yes,no
783,43,36-45,technician,single,university.degree,no,no,no
784,44,36-45,blue-collar,married,basic.6y,no,yes,yes
785,44,36-45,blue-collar,married,basic.4y,no,yes,no
786,28,26-35,unknown,single,basic.9y,unknown,yes,no
787,48,46-55,services,married,high.school,unknown,yes,no
788,31,26-35,admin.,single,high.school,no,yes,no
789,27,26-35,blue-collar,married,basic.9y,no,yes,no
790,43,36-45,technician,single,university.degree,no,yes,no
791,47,46-55,retired,married,basic.4y,unknown,yes,no
792,40,36-45,blue-collar,divorced,unknown,no,yes,no
793,43,36-45,unknown,married,high.school,unknown,no,no
794,29,26-35,technician,married,professional.course,no,yes,no
795,54,46-55,admin.,married,university.degree,no,no,no
796,38,36-45,services,single,unknown,unknown,yes,no
797,33,26-35,blue-collar,married,basic.9y,no,no,no
798,39,36-45,retired,single,high.school,no,yes,no
799,38,36-45,technician,single,professional.course,no,no,no
800,33,26-35,blue-collar,married,basic.9y,no,yes,no
801,37,36-45,blue-collar,married,basic.6y,no,no,no
802,32,26-35,management,married,basic.6y,no,no,no
803,46,46-55,technician,married,professional.course,no,yes,no
804,34,26-35,technician,divorced,professional.course,no,yes,no
805,52,46-55,technician,married,basic.4y,unknown,no,no
806,46,46-55,blue-collar,married,basic.6y,unknown,no,no
807,57,56-65,management,divorced,university.degree,no,unknown,unknown
808,52,46-55,technician,married,basic.4y,unknown,no,yes
809,31,26-35,blue-collar,single,basic.9y,no,no,no
810,46,46-55,admin.,divorced,basic.9y,unknown,no,no
